"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.709609890E-1,9.387651086E-2,1.383713722E0,9.721217155E0,9.819650679E0
7.733434370E-1,7.951192558E-2,1.374137282E0,9.721217155E0,9.818178976E0
7.757239580E-1,1.034529060E-1,1.369349122E0,9.692488670E0,9.789287826E0
7.781055730E-1,8.908830583E-2,1.359772801E0,9.678123474E0,9.773586485E0
7.804866140E-1,8.430013061E-2,1.340619922E0,9.711641312E0,9.804098391E0
7.828682290E-1,9.866471589E-2,1.326255441E0,9.721217155E0,9.811765957E0
7.852495310E-1,6.993553042E-2,1.350196242E0,9.716429710E0,9.810042160E0
7.876319790E-1,8.908830583E-2,1.364560843E0,9.702064514E0,9.797959933E0
7.900133330E-1,9.866471589E-2,1.345408201E0,9.711641312E0,9.804888318E0
7.923961460E-1,1.034529060E-1,1.359772801E0,9.706851959E0,9.802176265E0
7.948025000E-1,8.430013061E-2,1.369349122E0,9.716429710E0,9.812809478E0
7.971596870E-1,5.557093769E-2,1.364560843E0,9.682910919E0,9.778746254E0
7.995416140E-1,9.866471589E-2,1.354984522E0,9.697276115E0,9.791980486E0
8.019224480E-1,7.472373545E-2,1.350196242E0,9.716429710E0,9.810077464E0
8.043043230E-1,6.514734030E-2,1.340619922E0,9.706851959E0,9.799208178E0
8.066865100E-1,6.035912782E-2,1.393290162E0,9.721217155E0,9.820741504E0
8.090672390E-1,8.908830583E-2,1.364560843E0,9.687700272E0,9.783736483E0
8.114489580E-1,1.082411110E-1,1.359772801E0,9.702064514E0,9.797487129E0
8.138304680E-1,1.034529060E-1,1.340619922E0,9.730792999E0,9.823252856E0
8.162125520E-1,1.034529060E-1,1.359772801E0,9.745158195E0,9.840111424E0
8.185939060E-1,1.082411110E-1,1.383713722E0,9.697276115E0,9.796098400E0
8.209747390E-1,1.082411110E-1,1.378925562E0,9.673335075E0,9.771722639E0
8.233547910E-1,1.178174913E-1,1.359772801E0,9.687700272E0,9.783373630E0
8.257364060E-1,1.082411110E-1,1.345408201E0,9.697276115E0,9.790761126E0
8.281169790E-1,9.387651086E-2,1.369349122E0,9.706851959E0,9.803412915E0
8.304992710E-1,9.387651086E-2,1.388501883E0,9.706851959E0,9.806106528E0
8.328804680E-1,1.034529060E-1,1.354984522E0,9.702064514E0,9.796771989E0
8.352613020E-1,8.908830583E-2,1.350196242E0,9.706851959E0,9.800711279E0
8.376428120E-1,6.035912782E-2,1.350196242E0,9.769099236E0,9.862148498E0
8.400243230E-1,7.951192558E-2,1.359772801E0,9.716429710E0,9.811437740E0
8.424061980E-1,6.035912782E-2,1.350196242E0,9.687700272E0,9.781523893E0
8.448125000E-1,1.034529060E-1,1.354984522E0,9.678123474E0,9.773062956E0
8.471700520E-1,1.130293161E-1,1.331043482E0,9.726005554E0,9.817313096E0
8.495502600E-1,5.557093769E-2,1.378925562E0,9.711641312E0,9.809204902E0
8.519320310E-1,5.557093769E-2,1.345408201E0,9.702064514E0,9.795063409E0
8.543133330E-1,1.034529060E-1,1.354984522E0,9.663759232E0,9.758838458E0
8.566945830E-1,1.034529060E-1,1.364560843E0,9.706851959E0,9.802841616E0
8.590770310E-1,8.908830583E-2,1.350196242E0,9.754734039E0,9.848137022E0
8.614586980E-1,7.951192558E-2,1.359772801E0,9.754734039E0,9.849372589E0
8.638398430E-1,8.908830583E-2,1.350196242E0,9.692488670E0,9.786485745E0
8.662227600E-1,1.226056963E-1,1.340619922E0,9.692488670E0,9.785531695E0
8.686041660E-1,1.130293161E-1,1.354984522E0,9.721217155E0,9.815845438E0
8.709857810E-1,7.951192558E-2,1.369349122E0,9.730792999E0,9.826991989E0
8.733689580E-1,6.993553042E-2,1.378925562E0,9.678123474E0,9.776113781E0
8.757498430E-1,6.514734030E-2,1.388501883E0,9.673335075E0,9.772696308E0
8.781315100E-1,1.178174913E-1,1.374137282E0,9.706851959E0,9.804341344E0
8.805132810E-1,9.387651086E-2,1.345408201E0,9.697276115E0,9.790612855E0
8.828950520E-1,8.430013061E-2,1.369349122E0,9.730792999E0,9.827031898E0
8.852769270E-1,1.034529060E-1,1.359772801E0,9.697276115E0,9.792693635E0
8.876584890E-1,9.387651086E-2,1.340619922E0,9.682910919E0,9.775727003E0
8.900395310E-1,1.321820915E-1,1.364560843E0,9.716429710E0,9.812670621E0
8.924209890E-1,1.226056963E-1,1.354984522E0,9.721217155E0,9.815960381E0
8.948271870E-1,8.908830583E-2,1.350196242E0,9.706851959E0,9.800711279E0
8.971857290E-1,1.034529060E-1,1.326255441E0,9.673335075E0,9.764377475E0
8.995671870E-1,9.866471589E-2,1.359772801E0,9.673335075E0,9.768936906E0
9.019494270E-1,1.034529060E-1,1.359772801E0,9.726005554E0,9.821143957E0
9.043305210E-1,9.866471589E-2,1.364560843E0,9.735582352E0,9.831242279E0
9.067127080E-1,8.908830583E-2,1.378925562E0,9.702064514E0,9.799970830E0
9.090948430E-1,1.369702965E-1,1.398078322E0,9.692488670E0,9.793759262E0
9.114760410E-1,9.866471589E-2,1.345408201E0,9.711641312E0,9.804888318E0
9.138571870E-1,7.951192558E-2,1.378925562E0,9.730792999E0,9.828331000E0
9.162392710E-1,9.866471589E-2,1.378925562E0,9.716429710E0,9.814284322E0
9.186210410E-1,6.035912782E-2,1.388501883E0,9.687700272E0,9.786884962E0
9.210028640E-1,9.866471589E-2,1.364560843E0,9.682910919E0,9.779086097E0
9.233848430E-1,1.226056963E-1,1.369349122E0,9.682910919E0,9.780026229E0
9.257670830E-1,6.035912782E-2,1.378925562E0,9.716429710E0,9.813973978E0
9.281477600E-1,6.993553042E-2,1.378925562E0,9.706851959E0,9.804555148E0
9.305288540E-1,8.430013061E-2,1.359772801E0,9.678123474E0,9.773544012E0
9.329105210E-1,1.130293161E-1,1.345408201E0,9.654182434E0,9.748135069E0
9.352940100E-1,8.908830583E-2,1.350196242E0,9.726005554E0,9.819681800E0
9.376742180E-1,4.599453509E-2,1.378925562E0,9.754734039E0,9.851821526E0
9.400562500E-1,5.557093769E-2,1.359772801E0,9.726005554E0,9.820756297E0
9.424392180E-1,8.908830583E-2,1.393290162E0,9.673335075E0,9.773566682E0
9.448447910E-1,1.178174913E-1,1.354984522E0,9.697276115E0,9.792192200E0
9.472031250E-1,7.951192558E-2,1.350196242E0,9.716429710E0,9.810115104E0
9.495818750E-1,6.993553042E-2,1.340619922E0,9.706851959E0,9.799241180E0
9.519631250E-1,5.557093769E-2,1.364560843E0,9.658969879E0,9.755040418E0
9.543445310E-1,9.387651086E-2,1.364560843E0,9.668547630E0,9.764817068E0
9.567269270E-1,1.321820915E-1,1.340619922E0,9.692488670E0,9.785656366E0
9.591074480E-1,9.866471589E-2,1.350196242E0,9.745158195E0,9.838743460E0
9.614903640E-1,6.514734030E-2,1.350196242E0,9.721217155E0,9.814750993E0
9.638714060E-1,6.514734030E-2,1.354984522E0,9.706851959E0,9.801183714E0
9.662518750E-1,7.472373545E-2,1.369349122E0,9.702064514E0,9.798507871E0
9.686319270E-1,8.908830583E-2,1.359772801E0,9.730792999E0,9.825744307E0
9.710139580E-1,6.993553042E-2,1.354984522E0,9.730792999E0,9.824927808E0
9.733963540E-1,1.034529060E-1,1.402866483E0,9.716429710E0,9.817725968E0
9.757767710E-1,9.387651086E-2,1.364560843E0,9.678123474E0,9.774298597E0
9.781586460E-1,1.130293161E-1,1.378925562E0,9.682910919E0,9.781256320E0
9.805392180E-1,1.178174913E-1,1.359772801E0,9.706851959E0,9.802338394E0
9.829205730E-1,1.034529060E-1,1.374137282E0,9.692488670E0,9.789958754E0
9.853023430E-1,8.908830583E-2,1.369349122E0,9.687700272E0,9.784405465E0
9.876840620E-1,1.130293161E-1,1.331043482E0,9.697276115E0,9.788851640E0
9.900645830E-1,8.908830583E-2,1.354984522E0,9.692488670E0,9.787147511E0
9.924455730E-1,9.866471589E-2,1.350196242E0,9.754734039E0,9.848228307E0
9.948531250E-1,6.514734030E-2,1.340619922E0,9.702064514E0,9.794465876E0
9.972084890E-1,5.557093769E-2,1.378925562E0,9.687700272E0,9.785502562E0
9.995903120E-1,9.387651086E-2,1.354984522E0,9.687700272E0,9.782450225E0
1.001973073E0,1.321820915E-1,1.345408201E0,9.697276115E0,9.791055070E0
1.004353385E0,6.035912782E-2,1.354984522E0,9.730792999E0,9.824864308E0
1.006736250E0,5.078274012E-2,1.369349122E0,9.682910919E0,9.779389540E0
1.009119375E0,9.387651086E-2,1.345408201E0,9.673335075E0,9.766900609E0
1.011499843E0,1.226056963E-1,1.359772801E0,9.730792999E0,9.826105364E0
1.013880312E0,7.951192558E-2,1.364560843E0,9.735582352E0,9.831068719E0
1.016262708E0,6.035912782E-2,1.378925562E0,9.706851959E0,9.804491516E0
1.018643229E0,5.557093769E-2,1.383713722E0,9.663759232E0,9.762478900E0
1.021025677E0,9.387651086E-2,1.345408201E0,9.682910919E0,9.776384807E0
1.023407448E0,8.908830583E-2,1.374137282E0,9.716429710E0,9.813521097E0
1.025788125E0,7.472373545E-2,1.374137282E0,9.706851959E0,9.803918189E0
1.028169687E0,5.557093769E-2,1.345408201E0,9.706851959E0,9.799805422E0
1.030551198E0,8.430013061E-2,1.374137282E0,9.682910919E0,9.780292616E0
1.032933385E0,1.034529060E-1,1.354984522E0,9.706851959E0,9.801513175E0
1.035314479E0,1.034529060E-1,1.354984522E0,9.735582352E0,9.829966902E0
1.037694948E0,8.430013061E-2,1.354984522E0,9.740370750E0,9.834526523E0
1.040076458E0,1.130293161E-1,1.364560843E0,9.706851959E0,9.802947357E0
1.042457448E0,8.430013061E-2,1.359772801E0,9.692488670E0,9.787769164E0
1.044861875E0,6.514734030E-2,1.359772801E0,9.721217155E0,9.816073005E0
1.047242708E0,8.430013061E-2,1.369349122E0,9.735582352E0,9.831774370E0
1.049626458E0,7.951192558E-2,1.354984522E0,9.706851959E0,9.801289719E0
1.052004114E0,8.430013061E-2,1.393290162E0,9.678123474E0,9.778263546E0
1.054365000E0,1.226056963E-1,1.359772801E0,9.687700272E0,9.783432464E0
1.056767604E0,8.908830583E-2,1.378925562E0,9.702064514E0,9.799970830E0
1.059149114E0,1.034529060E-1,1.354984522E0,9.726005554E0,9.820482147E0
1.061528802E0,9.387651086E-2,1.340619922E0,9.706851959E0,9.799441287E0
1.063911510E0,8.908830583E-2,1.354984522E0,9.702064514E0,9.796630830E0
1.066290833E0,1.178174913E-1,1.369349122E0,9.711641312E0,9.808413477E0
1.068650260E0,6.993553042E-2,1.359772801E0,9.749946594E0,9.844558479E0
1.071052604E0,5.078274012E-2,1.364560843E0,9.730792999E0,9.826135434E0
1.073435677E0,8.908830583E-2,1.383713722E0,9.658969879E0,9.757986448E0
1.075817552E0,9.387651086E-2,1.359772801E0,9.654182434E0,9.749924786E0
1.078199010E0,1.178174913E-1,1.359772801E0,9.678123474E0,9.773890577E0
1.080579635E0,9.866471589E-2,1.369349122E0,9.711641312E0,9.808202114E0
1.082960833E0,4.120634496E-2,1.354984522E0,9.692488670E0,9.786828784E0
1.085341614E0,6.035912782E-2,1.364560843E0,9.687700272E0,9.783517060E0
1.087701354E0,1.082411110E-1,1.374137282E0,9.721217155E0,9.818453666E0
1.090105573E0,1.082411110E-1,1.350196242E0,9.745158195E0,9.838844154E0
1.092485937E0,1.034529060E-1,1.359772801E0,9.740370750E0,9.835370198E0
1.094869010E0,8.908830583E-2,1.369349122E0,9.730792999E0,9.827074139E0
1.097246146E0,6.514734030E-2,1.374137282E0,9.682910919E0,9.780146283E0
1.099625208E0,9.866471589E-2,1.364560843E0,9.682910919E0,9.779086097E0
1.101986146E0,1.130293161E-1,1.321467161E0,9.721217155E0,9.811274844E0
1.104388489E0,9.866471589E-2,1.335831761E0,9.711641312E0,9.803578846E0
1.106770573E0,1.082411110E-1,1.354984522E0,9.663759232E0,9.758890392E0
1.109150937E0,9.866471589E-2,1.383713722E0,9.678123474E0,9.777038016E0
1.111533906E0,1.226056963E-1,1.369349122E0,9.726005554E0,9.822694804E0
1.114031458E0,7.951192558E-2,1.359772801E0,9.716429710E0,9.811437740E0
1.116458021E0,7.951192558E-2,1.359772801E0,9.682910919E0,9.778244632E0
1.118888489E0,1.130293161E-1,1.374137282E0,9.687700272E0,9.785323983E0
1.121316979E0,8.908830583E-2,1.364560843E0,9.711641312E0,9.807443091E0
1.123726510E0,1.034529060E-1,1.383713722E0,9.706851959E0,9.805526051E0
1.126179010E0,6.993553042E-2,1.350196242E0,9.702064514E0,9.795814244E0
1.128613281E0,6.035912782E-2,1.345408201E0,9.654182434E0,9.747666640E0
1.131039531E0,1.130293161E-1,1.364560843E0,9.711641312E0,9.807689783E0
1.133490937E0,1.226056963E-1,1.359772801E0,9.745158195E0,9.840331421E0
1.135921823E0,6.035912782E-2,1.369349122E0,9.764310837E0,9.860046976E0
1.138363021E0,6.514734030E-2,1.393290162E0,9.721217155E0,9.820772100E0
1.140780208E0,8.908830583E-2,1.354984522E0,9.682910919E0,9.777662484E0
1.143208125E0,1.273939013E-1,1.364560843E0,9.716429710E0,9.812607289E0
1.145638802E0,9.387651086E-2,1.364560843E0,9.740370750E0,9.835937243E0
1.148065989E0,6.514734030E-2,1.369349122E0,9.692488670E0,9.788957954E0
1.150499375E0,8.908830583E-2,1.378925562E0,9.639818192E0,9.738350332E0
1.152950677E0,1.226056963E-1,1.354984522E0,9.658969879E0,9.754317728E0
1.155384896E0,8.908830583E-2,1.383713722E0,9.697276115E0,9.795905494E0
1.157814166E0,8.908830583E-2,1.350196242E0,9.716429710E0,9.810197395E0
1.160246093E0,1.130293161E-1,1.364560843E0,9.702064514E0,9.798206864E0
1.162675625E0,1.082411110E-1,1.369349122E0,9.697276115E0,9.794079702E0
1.165104896E0,1.130293161E-1,1.321467161E0,9.706851959E0,9.797041699E0
1.167534323E0,6.993553042E-2,1.321467161E0,9.735582352E0,9.825107132E0
1.169964635E0,7.472373545E-2,1.350196242E0,9.749946594E0,9.843275477E0
1.172393229E0,1.034529060E-1,1.383713722E0,9.663759232E0,9.762868874E0
1.174823021E0,1.034529060E-1,1.369349122E0,9.687700272E0,9.784546800E0
1.177251718E0,1.130293161E-1,1.340619922E0,9.711641312E0,9.804387506E0
1.179680989E0,6.993553042E-2,1.345408201E0,9.721217155E0,9.814126410E0
1.182109948E0,6.993553042E-2,1.345408201E0,9.692488670E0,9.785670689E0
1.184536562E0,9.866471589E-2,1.383713722E0,9.663759232E0,9.762819310E0
1.186966666E0,1.130293161E-1,1.374137282E0,9.678123474E0,9.775842822E0
1.189396250E0,1.130293161E-1,1.369349122E0,9.711641312E0,9.808357131E0
1.191825677E0,7.951192558E-2,1.350196242E0,9.735582352E0,9.829085195E0
1.194257812E0,8.908830583E-2,1.364560843E0,9.711641312E0,9.807443091E0
1.196684427E0,8.908830583E-2,1.383713722E0,9.692488670E0,9.791166275E0
1.199113593E0,1.226056963E-1,1.350196242E0,9.687700272E0,9.782106041E0
1.201543281E0,1.034529060E-1,1.364560843E0,9.711641312E0,9.807584094E0
1.203972864E0,8.908830583E-2,1.359772801E0,9.730792999E0,9.825744307E0
1.206402864E0,1.082411110E-1,1.369349122E0,9.673335075E0,9.770375870E0
1.208834479E0,1.561230719E-1,1.350196242E0,9.668547630E0,9.763617034E0
1.211281406E0,1.321820915E-1,1.354984522E0,9.702064514E0,9.797117484E0
1.213713541E0,9.387651086E-2,1.340619922E0,9.745158195E0,9.837386992E0
1.216142656E0,6.993553042E-2,1.374137282E0,9.726005554E0,9.822847260E0
1.218571927E0,6.993553042E-2,1.374137282E0,9.678123474E0,9.775439542E0
1.221001666E0,1.178174913E-1,1.378925562E0,9.682910919E0,9.781312823E0
1.223431146E0,8.908830583E-2,1.369349122E0,9.706851959E0,9.803368233E0
1.225831458E0,4.120634496E-2,1.354984522E0,9.716429710E0,9.810539605E0
1.228213281E0,6.993553042E-2,1.369349122E0,9.682910919E0,9.779507752E0
1.230594896E0,7.951192558E-2,1.388501883E0,9.644606590E0,9.744367394E0
1.232977708E0,1.178174913E-1,1.350196242E0,9.702064514E0,9.796273102E0
1.235358177E0,1.321820915E-1,1.354984522E0,9.711641312E0,9.806601456E0
1.237739791E0,7.951192558E-2,1.340619922E0,9.697276115E0,9.789828802E0
1.240121614E0,8.430013061E-2,1.364560843E0,9.711641312E0,9.807400765E0
1.242504218E0,7.472373545E-2,1.350196242E0,9.692488670E0,9.786365523E0
1.244884479E0,9.387651086E-2,1.374137282E0,9.706851959E0,9.804082875E0
1.247283333E0,1.082411110E-1,1.340619922E0,9.726005554E0,9.818562112E0
1.249648021E0,9.387651086E-2,1.354984522E0,9.706851959E0,9.801416776E0
1.252029739E0,8.430013061E-2,1.350196242E0,9.649394035E0,9.743764245E0
1.254412448E0,8.908830583E-2,1.383713722E0,9.687700272E0,9.786426158E0
1.256794479E0,1.226056963E-1,1.340619922E0,9.716429710E0,9.809245651E0
1.259175052E0,1.082411110E-1,1.354984522E0,9.735582352E0,9.830018460E0
1.261556979E0,8.908830583E-2,1.378925562E0,9.697276115E0,9.795230293E0
1.263937708E0,5.557093769E-2,1.350196242E0,9.692488670E0,9.786238023E0
1.266319583E0,8.430013061E-2,1.340619922E0,9.735582352E0,9.827814203E0
1.268701093E0,1.369702965E-1,1.374137282E0,9.706851959E0,9.804590205E0
1.271082968E0,7.472373545E-2,1.345408201E0,9.726005554E0,9.818904771E0
1.273465260E0,6.993553042E-2,1.364560843E0,9.692488670E0,9.788322323E0
1.275847552E0,8.430013061E-2,1.331043482E0,9.678123474E0,9.769588387E0
1.278228646E0,7.472373545E-2,1.359772801E0,9.692488670E0,9.787691369E0
1.280610573E0,8.908830583E-2,1.364560843E0,9.706851959E0,9.802700545E0
1.282992031E0,6.514734030E-2,1.350196242E0,9.692488670E0,9.786297088E0
1.285373854E0,8.430013061E-2,1.398078322E0,9.692488670E0,9.793164255E0
1.287756979E0,9.866471589E-2,1.364560843E0,9.682910919E0,9.779086097E0
1.290137239E0,1.130293161E-1,1.350196242E0,9.745158195E0,9.838897996E0
1.292518593E0,7.472373545E-2,1.369349122E0,9.730792999E0,9.826954414E0
1.294899791E0,5.557093769E-2,1.383713722E0,9.711641312E0,9.809879141E0
1.297281406E0,7.951192558E-2,1.364560843E0,9.663759232E0,9.759948305E0
1.299662708E0,9.387651086E-2,1.340619922E0,9.687700272E0,9.780470905E0
1.302044062E0,8.908830583E-2,1.364560843E0,9.726005554E0,9.821667224E0
1.304424375E0,7.472373545E-2,1.364560843E0,9.682910919E0,9.778873851E0
1.306807187E0,1.034529060E-1,1.354984522E0,9.678123474E0,9.773062956E0
1.309187708E0,6.993553042E-2,1.350196242E0,9.692488670E0,9.786330134E0
1.311569271E0,1.130293161E-1,1.350196242E0,9.711641312E0,9.805701529E0
1.313951406E0,6.035912782E-2,1.354984522E0,9.745158195E0,9.839092160E0
1.316331823E0,5.557093769E-2,1.364560843E0,9.711641312E0,9.807195898E0
1.318714166E0,6.514734030E-2,1.359772801E0,9.711641312E0,9.806589785E0
1.321095989E0,1.130293161E-1,1.340619922E0,9.706851959E0,9.799643481E0
1.323477239E0,8.430013061E-2,1.345408201E0,9.740370750E0,9.833211688E0
1.325858958E0,4.599453509E-2,1.354984522E0,9.749946594E0,9.843757268E0
1.328240989E0,8.430013061E-2,1.350196242E0,9.692488670E0,9.786443329E0
1.330621510E0,7.472373545E-2,1.374137282E0,9.682910919E0,9.780214761E0
1.333002968E0,1.082411110E-1,1.364560843E0,9.706851959E0,9.802893317E0
1.335384323E0,9.866471589E-2,1.345408201E0,9.711641312E0,9.804888318E0
1.337766146E0,7.951192558E-2,1.345408201E0,9.706851959E0,9.799970425E0
1.340147760E0,6.035912782E-2,1.345408201E0,9.678123474E0,9.771378635E0
1.342529114E0,1.034529060E-1,1.354984522E0,9.702064514E0,9.796771989E0
1.344910625E0,9.387651086E-2,1.345408201E0,9.716429710E0,9.809584209E0
1.347292500E0,6.035912782E-2,1.359772801E0,9.730792999E0,9.825525823E0
1.349674687E0,5.557093769E-2,1.345408201E0,9.716429710E0,9.809292415E0
1.352057864E0,8.908830583E-2,1.374137282E0,9.668547630E0,9.766115055E0
1.354438073E0,7.951192558E-2,1.359772801E0,9.682910919E0,9.778244632E0
1.356821614E0,1.130293161E-1,1.340619922E0,9.716429710E0,9.809130630E0
1.359202396E0,8.908830583E-2,1.345408201E0,9.706851959E0,9.800052802E0
1.361584323E0,8.430013061E-2,1.345408201E0,9.697276115E0,9.790525716E0
1.363966354E0,9.866471589E-2,1.345408201E0,9.682910919E0,9.776431958E0
1.366349375E0,1.082411110E-1,1.340619922E0,9.692488670E0,9.785362259E0
1.368729843E0,9.866471589E-2,1.350196242E0,9.721217155E0,9.815030698E0
1.371111146E0,9.866471589E-2,1.359772801E0,9.726005554E0,9.821094686E0
1.373492916E0,9.387651086E-2,1.359772801E0,9.687700272E0,9.783114607E0
1.375874531E0,1.273939013E-1,1.388501883E0,9.673335075E0,9.773309479E0
1.378255781E0,1.082411110E-1,1.350196242E0,9.687700272E0,9.781936546E0
1.380637864E0,8.430013061E-2,1.335831761E0,9.706851959E0,9.798700320E0
1.383019271E0,6.993553042E-2,1.364560843E0,9.668547630E0,9.764616252E0
1.385400833E0,9.387651086E-2,1.364560843E0,9.644606590E0,9.741112635E0
1.387781562E0,1.178174913E-1,1.354984522E0,9.687700272E0,9.782709265E0
1.390162448E0,7.951192558E-2,1.340619922E0,9.726005554E0,9.818287425E0
1.392544375E0,6.993553042E-2,1.369349122E0,9.735582352E0,9.831661697E0
1.394925573E0,7.951192558E-2,1.359772801E0,9.682910919E0,9.778244632E0
1.397307760E0,1.226056963E-1,1.388501883E0,9.678123474E0,9.777987708E0
1.399676562E0,1.082411110E-1,1.354984522E0,9.692488670E0,9.787340590E0
1.402069687E0,8.908830583E-2,1.350196242E0,9.730792999E0,9.824423597E0
1.404452135E0,6.993553042E-2,1.354984522E0,9.721217155E0,9.815443801E0
1.406833541E0,7.472373545E-2,1.374137282E0,9.692488670E0,9.789697316E0
1.409214531E0,9.866471589E-2,1.364560843E0,9.673335075E0,9.769604521E0
1.411597083E0,1.178174913E-1,1.335831761E0,9.706851959E0,9.799045995E0
1.413977187E0,5.557093769E-2,1.335831761E0,9.716429710E0,9.807983531E0
1.416359427E0,7.951192558E-2,1.359772801E0,9.687700272E0,9.782987313E0
1.418740833E0,1.130293161E-1,1.393290162E0,9.682910919E0,9.783291725E0
1.421123281E0,1.178174913E-1,1.345408201E0,9.721217155E0,9.814584412E0
1.423504271E0,1.034529060E-1,1.369349122E0,9.749946594E0,9.846180890E0
1.425886510E0,3.641814739E-2,1.364560843E0,9.721217155E0,9.816588794E0
1.428267187E0,5.557093769E-2,1.350196242E0,9.692488670E0,9.786238023E0
1.430649010E0,6.514734030E-2,1.354984522E0,9.654182434E0,9.749023833E0
1.433029843E0,9.866471589E-2,1.335831761E0,9.711641312E0,9.803578846E0
1.435411666E0,8.430013061E-2,1.369349122E0,9.716429710E0,9.812809478E0
1.437793854E0,7.951192558E-2,1.364560843E0,9.697276115E0,9.793135989E0
1.440176146E0,7.472373545E-2,1.350196242E0,9.687700272E0,9.781623080E0
1.442556823E0,9.387651086E-2,1.354984522E0,9.697276115E0,9.791933410E0
1.444938698E0,9.387651086E-2,1.374137282E0,9.730792999E0,9.827787058E0
1.447319166E0,8.908830583E-2,1.331043482E0,9.754734039E0,9.845529425E0
1.449700000E0,7.472373545E-2,1.345408201E0,9.687700272E0,9.780963317E0
1.452081562E0,8.430013061E-2,1.345408201E0,9.697276115E0,9.790525716E0
1.454462448E0,7.951192558E-2,1.354984522E0,9.692488670E0,9.787065026E0
1.456844791E0,8.908830583E-2,1.354984522E0,9.745158195E0,9.839310344E0
1.459225312E0,7.951192558E-2,1.321467161E0,9.697276115E0,9.787224411E0
1.461606406E0,1.082411110E-1,1.369349122E0,9.678123474E0,9.775116733E0
1.463987708E0,9.866471589E-2,1.354984522E0,9.678123474E0,9.773013443E0
1.466368073E0,1.226056963E-1,1.369349122E0,9.721217155E0,9.817953563E0
1.468749531E0,9.387651086E-2,1.383713722E0,9.735582352E0,9.833872085E0
1.471131510E0,6.514734030E-2,1.369349122E0,9.716429710E0,9.812663630E0
1.473512968E0,8.430013061E-2,1.378925562E0,9.692488670E0,9.790448347E0
1.475893646E0,1.034529060E-1,1.383713722E0,9.726005554E0,9.824487275E0
1.478275208E0,9.866471589E-2,1.364560843E0,9.735582352E0,9.831242279E0
1.480657500E0,8.430013061E-2,1.369349122E0,9.721217155E0,9.817549924E0
1.483037708E0,6.993553042E-2,1.383713722E0,9.682910919E0,9.781529457E0
1.485418750E0,9.387651086E-2,1.359772801E0,9.654182434E0,9.749924786E0
1.487800573E0,8.908830583E-2,1.388501883E0,9.687700272E0,9.787104309E0
1.490182396E0,8.430013061E-2,1.364560843E0,9.721217155E0,9.816883201E0
1.492563229E0,9.866471589E-2,1.359772801E0,9.702064514E0,9.797386010E0
1.494945833E0,8.430013061E-2,1.359772801E0,9.673335075E0,9.768802386E0
1.497327552E0,1.130293161E-1,1.340619922E0,9.692488670E0,9.785416395E0
