Cidade,UF,Capital,Área,Pop. 2010 (hab),Pop. 2019 (hab),Dens. demo. 2010 (hab/km2),Dens. demo. 2019 (hab/km2),IDHM 2010,PIB per capita 2017 (R$),Fundação
Boninal,Bahia,não,896.857,13147,14368,14.66,16.02,0.612,6001.11,
Caravelas,Bahia,não,2377.889,21282,22016,8.95,9.26,0.616,14165.63,
Floresta Azul,Bahia,não,321.013,11659,10629,36.32,33.11,0.557,6791.76,
Itagimirim,Bahia,não,876.800,7426,6869,8.47,7.83,0.634,14808.26,
Teofilândia,Bahia,não,351.892,22528,22518,64.02,63.99,0.566,6420.03,
Utinga,Bahia,não,633.760,18043,19178,28.47,30.26,0.590,7894.24,
Caldeirão Grande,Bahia,não,458.311,12585,13327,27.46,29.08,0.573,6908.09,
Sapeaçu,Bahia,não,131.218,18567,17398,141.50,132.59,0.614,8743.50,
Andaraí,Bahia,não,1590.316,11927,13143,7.50,8.26,0.555,7116.16,
Itapicuru,Bahia,não,1557.685,31698,35576,20.35,22.84,0.486,8731.42,
Jandaíra,Bahia,não,640.772,10322,10709,16.11,16.71,0.550,13106.16,
Glória,Bahia,não,1566.609,18814,15221,12.01,9.72,0.593,11996.28,
Paripiranga,Bahia,não,442.186,28193,28989,63.76,65.56,0.577,10988.10,
Ibipitanga,Bahia,não,954.373,14172,14902,14.85,15.61,0.584,6533.55,
Maragogipe,Bahia,não,437.610,42566,44677,97.27,102.09,0.621,7211.10,
Arataca,Bahia,não,435.962,12076,11019,27.70,25.28,0.559,6552.45,
Barro Alto,Bahia,não,414.510,13546,14931,32.68,36.02,0.607,5558.82,
Buritirama,Bahia,não,4046.736,20112,21174,4.97,5.23,0.565,5651.05,
Capim Grosso,Bahia,não,464.776,36935,30662,79.47,65.97,0.621,12612.46,
Filadélfia,Bahia,não,579.686,17019,16377,29.36,28.25,0.565,6998.02,
Jaborandi,Bahia,não,9955.113,9357,8385,0.94,0.84,0.613,45886.43,
João Dourado,Bahia,não,913.258,22511,25188,24.65,27.58,0.593,8141.93,
Jussari,Bahia,não,329.190,5971,5833,18.14,17.72,0.567,8401.60,
Lapão,Bahia,não,642.882,27245,27223,42.38,42.35,0.596,6787.59,
Maetinga,Bahia,não,614.834,6345,3161,10.32,5.14,0.538,9941.15,
Nordestina,Bahia,não,465.407,12277,13130,26.38,28.21,0.560,11847.99,
Pintadas,Bahia,não,647.144,12269,10437,18.96,16.13,0.612,7129.60,
Rafael Jambeiro,Bahia,não,1090.552,20665,22621,18.95,20.74,0.564,10377.52,
Teixeira de Freitas,Bahia,não,1165.622,138557,160487,118.87,137.68,0.685,14298.26,
Santa Luzia,Bahia,não,824.473,14197,12597,17.22,15.28,0.556,6552.26,
Eunápolis,Bahia,não,1425.970,121164,113380,84.97,79.51,0.677,22798.63,
Candeal,Bahia,não,447.578,8942,8258,19.98,18.45,0.587,6048.62,
Mucugê,Bahia,não,2462.153,10587,9062,4.30,3.68,0.606,39143.83,
Seabra,Bahia,não,2402.170,39876,44091,16.60,18.35,0.635,10332.00,
Jaguaquara,Bahia,não,924.512,50801,54423,54.95,58.87,0.580,9181.86,
Nova Soure,Bahia,não,966.993,24561,26947,25.40,27.87,0.555,8000.09,
Palmas de Monte Alto,Bahia,não,2560.027,21069,21750,8.23,8.5,0.586,7155.98,
Belmonte,Bahia,não,1939.447,21450,23328,11.06,12.03,0.598,11055.40,
Camamu,Bahia,não,839.702,32093,35316,38.22,42.06,0.565,8468.01,
Canavieiras,Bahia,não,1334.284,32516,31099,24.37,23.31,0.590,9447.68,
Barreiras,Bahia,não,8051.274,140816,155439,17.49,19.31,0.721,24676.48,
Senhor do Bonfim,Bahia,não,789.361,70987,79015,89.93,100.1,0.666,10017.35,
Santo Antônio de Jesus,Bahia,não,261.740,91122,101512,348.14,387.84,0.700,20268.73,
São Felipe,Bahia,não,222.407,21922,21074,98.57,94.75,0.616,8204.14,
Taperoá,Bahia,não,454.081,20724,21074,45.64,46.41,0.566,7422.67,
Irecê,Bahia,não,319.174,66212,72967,207.45,228.61,0.691,14511.79,
Coração de Maria,Bahia,não,378.420,24347,22605,64.34,59.74,0.592,7443.60,
Oliveira dos Brejinhos,Bahia,não,3313.418,20576,21825,6.21,6.59,0.554,7337.66,
São Miguel das Matas,Bahia,não,230.888,11214,11675,48.57,50.57,0.593,8972.96,
Jacaraci,Bahia,não,1332.420,14723,14842,11.05,11.14,0.593,6123.86,
Cícero Dantas,Bahia,não,819.969,29928,32515,36.50,39.65,0.585,7793.47,
Queimadas,Bahia,não,2011.060,24394,25439,12.13,12.65,0.592,7760.54,
Brumado,Bahia,não,2207.612,64042,67195,29.01,30.44,0.656,24394.00,
Condeúba,Bahia,não,1348.039,17713,17247,13.14,12.79,0.582,7575.44,
Andorinha,Bahia,não,1362.386,15735,14595,11.55,10.71,0.588,12299.08,
Apuarema,Bahia,não,150.830,7265,7330,48.17,48.6,0.552,7260.71,
Bom Jesus da Serra,Bahia,não,467.813,11222,9880,23.99,21.12,0.546,5156.33,
Bonito,Bahia,não,791.276,16157,16764,20.42,21.19,0.561,8886.84,
Cabaceiras do Paraguaçu,Bahia,não,222.026,17020,18807,76.66,84.71,0.581,5982.95,
Caturama,Bahia,não,716.261,9533,9329,13.31,13.02,0.571,5826.58,
Itabela,Bahia,não,924.914,30864,30584,33.37,33.07,0.599,10730.62,
Itatim,Bahia,não,547.510,13627,14487,24.89,26.46,0.582,20926.71,
Lagoa Real,Bahia,não,912.222,14486,15665,15.88,17.17,0.545,5471.15,
Lajedo do Tabocal,Bahia,não,382.937,7363,8562,19.23,22.36,0.584,7345.53,
Madre de Deus,Bahia,não,32.201,17375,21093,539.61,655.04,0.708,21144.39,
Mirante,Bahia,não,1172.860,11376,8641,9.70,7.37,0.527,5932.93,
Mulungu do Morro,Bahia,não,646.621,13992,10889,21.64,16.84,0.566,7660.77,
Muquém do São Francisco,Bahia,não,3852.111,10862,11348,2.82,2.95,0.549,11192.48,
Nova Fátima,Bahia,não,346.784,7535,7812,21.73,22.53,0.597,8973.10,
Nova Ibiá,Bahia,não,203.198,7556,6591,37.19,32.44,0.570,8937.84,
Novo Horizonte,Bahia,não,627.500,10993,12385,17.52,19.74,0.597,6051.66,
Ourolândia,Bahia,não,1544.988,17041,17451,11.03,11.3,0.560,8083.04,
Quixabeira,Bahia,não,366.387,9027,8972,24.64,24.49,0.578,6414.47,
São Domingos,Bahia,não,289.963,8182,9058,28.22,31.24,0.640,7369.76,
São Félix do Coribe,Bahia,não,1751.671,24067,15391,13.74,8.79,0.639,10657.65,
São José da Vitória,Bahia,não,127.925,10085,5657,78.84,44.22,0.546,8119.11,
São José do Jacuípe,Bahia,não,362.365,9167,10462,25.30,28.87,0.552,7433.80,
Saubara,Bahia,não,166.428,11401,12043,68.51,72.36,0.617,10249.45,
Serra do Ramalho,Bahia,não,2340.684,28556,31472,12.20,13.45,0.595,9088.06,
Serrinha,Bahia,não,583.314,71730,80861,122.97,138.62,0.634,10243.92,
Sítio do Quinto,Bahia,não,684.089,12299,9986,17.98,14.6,0.533,6966.46,
Varzedo,Bahia,não,221.399,8891,8838,40.16,39.92,0.586,11168.90,
Xique-Xique,Bahia,não,5079.662,42059,46483,8.28,9.15,0.585,7636.14,
Barra,Bahia,não,11428.112,49369,53578,4.32,4.69,0.557,6727.87,
Macarani,Bahia,não,1210.106,16070,18755,13.28,15.5,0.605,8082.36,
Maraú,Bahia,não,848.885,19694,20570,23.20,24.23,0.593,10002.94,
Amargosa,Bahia,não,431.673,32012,37241,74.16,86.27,0.625,8855.02,
Capela do Alto Alegre,Bahia,não,629.586,11175,11637,17.75,18.48,0.599,7248.52,
Casa Nova,Bahia,não,9647.072,64924,71969,6.73,7.46,0.570,9099.74,
Barra do Choça,Bahia,não,765.936,34022,31603,44.42,41.26,0.551,10572.21,
Esplanada,Bahia,não,1299.355,32834,37237,25.27,28.66,0.589,14814.47,
Paratinga,Bahia,não,2624.998,29609,32000,11.28,12.19,0.590,6404.91,
Castro Alves,Bahia,não,713.789,25482,26264,35.70,36.8,0.613,13651.51,
Catu,Bahia,não,426.955,52395,54704,122.72,128.13,0.677,9468.18,
Poções,Bahia,não,937.269,50687,46871,54.08,50.01,0.604,9103.18,
Santa Maria da Vitória,Bahia,não,1984.910,40670,39845,20.49,20.07,0.614,10360.61,
Ilhéus,Bahia,não,1588.555,166274,162327,104.67,102.19,0.690,21789.59,
Cotegipe,Bahia,não,4282.775,13919,13782,3.25,3.22,0.590,8810.51,
Porto Seguro,Bahia,não,2285.734,120458,148686,52.70,65.05,0.676,18888.98,
Rio Real,Bahia,não,739.775,38349,40732,51.84,55.06,0.572,20202.05,
Alagoinhas,Bahia,não,707.835,133547,151596,188.67,214.17,0.683,22500.08,
Macajuba,Bahia,não,701.170,12109,11348,17.27,16.18,0.524,6108.18,
Angical,Bahia,não,1530.050,14091,13977,9.21,9.13,0.625,9246.08,
Antônio Gonçalves,Bahia,não,345.284,12116,11798,35.09,34.17,0.598,5696.87,
Campo Alegre de Lourdes,Bahia,não,2914.587,29437,28798,10.10,9.88,0.557,6747.51,
Cândido Sales,Bahia,não,1169.814,20190,25189,17.26,21.53,0.601,6954.28,
Iraquara,Bahia,não,991.822,21780,25216,21.96,25.42,0.599,14716.44,
Santa Cruz da Vitória,Bahia,não,284.083,6357,6315,22.38,22.23,0.610,8021.12,
Souto Soares,Bahia,não,1026.634,16426,16979,16.00,16.54,0.592,5897.10,
Curaçá,Bahia,não,5950.614,31478,34700,5.29,5.83,0.581,7638.53,
Macaúbas,Bahia,não,2459.102,38632,49826,15.71,20.26,0.609,6445.92,
Saúde,Bahia,não,509.098,11958,12913,23.49,25.36,0.549,5951.69,
Conceição do Coité,Bahia,não,1015.252,61991,66612,61.06,65.61,0.611,11011.29,
Cipó,Bahia,não,168.330,20667,17300,122.78,102.77,0.601,7345.00,
Gentio do Ouro,Bahia,não,3817.946,10957,11233,2.87,2.94,0.559,12385.07,
Jussiape,Bahia,não,589.763,8091,6186,13.72,10.49,0.602,7968.80,
Uauá,Bahia,não,3060.116,24480,24240,8.00,7.92,0.605,6983.13,
Piatã,Bahia,não,1825.857,19153,17123,10.49,9.38,0.571,6366.32,
Aracatu,Bahia,não,1489.803,13735,13135,9.22,8.82,0.581,7592.31,
Lajedinho,Bahia,não,846.728,4292,3783,5.07,4.47,0.546,15107.42,
Malhada de Pedras,Bahia,não,550.550,8814,8393,16.01,15.24,0.578,6845.01,
Pedrão,Bahia,não,158.488,6819,7347,43.03,46.36,0.588,5319.96,
Água Fria,Bahia,não,742.775,17655,16970,23.77,22.85,0.550,7809.25,
Santanópolis,Bahia,não,222.686,8466,8943,38.02,40.16,0.592,5445.53,
Juazeiro,Bahia,não,6721.237,204661,216707,30.45,32.24,0.677,16687.70,
Brejolândia,Bahia,não,2247.208,9078,10557,4.04,4.7,0.592,7419.89,
Brotas de Macaúbas,Bahia,não,2370.486,11330,10231,4.78,4.32,0.570,6963.18,
Cafarnaum,Bahia,não,643.660,16406,18437,25.49,28.64,0.584,8387.58,
Canarana,Bahia,não,579.726,24209,26176,41.76,45.15,0.587,6814.58,
Irajuba,Bahia,não,459.047,7771,7260,16.93,15.82,0.576,7826.17,
Itaju do Colônia,Bahia,não,1225.287,7327,6682,5.98,5.45,0.592,9171.52,
Lajedão,Bahia,não,624.353,3789,3955,6.07,6.33,0.632,13429.57,
Maiquinique,Bahia,não,588.297,10501,10112,17.85,17.19,0.576,9075.19,
Morpará,Bahia,não,2093.872,10218,8519,4.88,4.07,0.558,6923.08,
Baixa Grande,Bahia,não,967.514,20501,20468,21.19,21.16,0.585,6601.63,
Ibiassucê,Bahia,não,483.274,11395,9224,23.58,19.09,0.611,8060.11,
Itaquara,Bahia,não,344.093,8179,8319,23.77,24.18,0.553,7275.31,
Conceição do Almeida,Bahia,não,284.836,17574,17247,61.70,60.55,0.606,8447.24,
Itamari,Bahia,não,143.479,10207,8035,71.14,56.0,0.578,7669.10,
Santaluz,Bahia,não,1623.445,35147,37348,21.65,23.01,0.598,9002.45,
Abaré,Bahia,não,1604.923,18440,20086,11.49,12.52,0.575,6803.04,
Boa Vista do Tupim,Bahia,não,2972.109,19021,18576,6.40,6.25,0.551,6064.50,
Canápolis,Bahia,não,460.388,9907,9711,21.52,21.09,0.565,6339.19,
Crisópolis,Bahia,não,636.609,21001,21103,32.99,33.15,0.543,6802.06,
Cristópolis,Bahia,não,1052.837,13402,13910,12.73,13.21,0.614,7603.61,
Ipecaetá,Bahia,não,372.565,15442,14487,41.45,38.88,0.550,5011.02,
Mascote,Bahia,não,742.689,14073,13822,18.95,18.61,0.581,10171.68,
Riachão das Neves,Bahia,não,5977.931,23134,22339,3.87,3.74,0.578,28481.74,
Teolândia,Bahia,não,289.600,13518,14943,46.68,51.6,0.555,9669.12,
Wenceslau Guimarães,Bahia,não,655.239,21570,21101,32.92,32.2,0.544,10776.29,
Elísio Medrado,Bahia,não,179.329,7363,8122,41.06,45.29,0.623,6473.98,
Ibicoara,Bahia,não,817.355,16625,19571,20.34,23.94,0.591,12923.45,
Ibirapuã,Bahia,não,771.098,7788,8637,10.10,11.2,0.614,28091.82,
Laje,Bahia,não,449.834,21816,23840,48.50,53.0,0.586,8890.65,
Lamarão,Bahia,não,189.257,8656,8307,45.74,43.89,0.518,5411.90,
Nova Itarana,Bahia,não,475.381,7511,8226,15.80,17.3,0.524,5779.83,
Conceição da Feira,Bahia,não,164.798,20631,22581,125.19,137.02,0.634,10564.60,
Santa Cruz Cabrália,Bahia,não,1462.942,24752,27778,16.92,18.99,0.654,13818.49,
Serrolândia,Bahia,não,322.022,13434,13397,41.72,41.6,0.590,6436.09,
Mutuípe,Bahia,não,275.854,20893,22221,75.74,80.55,0.601,8742.70,
Candiba,Bahia,não,433.642,13703,14319,31.60,33.02,0.591,7499.20,
Catolândia,Bahia,não,702.504,2852,3577,4.06,5.09,0.582,20589.03,
Firmino Alves,Bahia,não,172.353,5713,5617,33.15,32.59,0.578,7385.22,
Jussara,Bahia,não,1355.173,21506,15284,15.87,11.28,0.571,6123.20,
Macururé,Bahia,não,2545.856,8961,7824,3.52,3.07,0.604,5099.37,
Marcionílio Souza,Bahia,não,1099.283,9036,10406,8.22,9.47,0.561,7061.38,
Retirolândia,Bahia,não,242.329,16097,14396,66.43,59.41,0.636,8405.45,
Rio do Antônio,Bahia,não,777.903,14150,15371,18.19,19.76,0.576,6297.26,
Salinas da Margarida,Bahia,não,150.569,13522,15667,89.81,104.05,0.617,9920.61,
Santa Brígida,Bahia,não,934.461,15941,14213,17.06,15.21,0.546,6682.96,
Tapiramutá,Bahia,não,714.691,17781,17010,24.88,23.8,0.594,6071.31,
Ubaitaba,Bahia,não,181.102,20957,19056,115.72,105.22,0.611,9825.73,
Campo Formoso,Bahia,não,7161.827,65745,71206,9.18,9.94,0.586,15091.42,
Coronel João Sá,Bahia,não,797.434,15406,15895,19.32,19.93,0.535,7804.75,
Gandu,Bahia,não,229.631,28648,32403,124.76,141.11,0.632,9682.64,
Itabuna,Bahia,não,401.028,189886,213223,473.50,531.69,0.712,18023.73,
Jacobina,Bahia,não,2192.905,73681,80518,33.60,36.72,0.649,15180.12,
Paulo Afonso,Bahia,não,1544.388,105975,117782,68.62,76.26,0.674,23924.05,
Pedro Alexandre,Bahia,não,889.572,16875,16667,18.97,18.74,0.513,5512.12,
São Gonçalo dos Campos,Bahia,não,294.768,32621,37550,110.67,127.39,0.627,22184.72,
Cruz das Almas,Bahia,não,139.117,55941,63239,402.12,454.57,0.699,14392.44,
Pojuca,Bahia,não,314.932,35892,39519,113.97,125.48,0.666,21834.06,
Baianópolis,Bahia,não,3320.723,13747,13877,4.14,4.18,0.589,10091.30,
Cardeal da Silva,Bahia,não,293.456,10165,9295,34.64,31.67,0.552,8172.41,
Ichu,Bahia,não,138.016,5680,6206,41.16,44.97,0.631,6334.54,
Itanagra,Bahia,não,533.634,8265,6441,15.49,12.07,0.584,8010.09,
Manoel Vitorino,Bahia,não,2201.764,14201,13240,6.45,6.01,0.566,7700.79,
Muniz Ferreira,Bahia,não,104.540,6946,7422,66.45,71.0,0.617,6221.40,
Planaltino,Bahia,não,955.454,9095,9322,9.52,9.76,0.572,6389.36,
Rodelas,Bahia,não,2207.159,6290,9331,2.85,4.23,0.632,9099.46,
Sebastião Laranjeiras,Bahia,não,1984.511,10557,11434,5.32,5.76,0.615,6454.10,
Várzea do Poço,Bahia,não,206.478,8727,9170,42.27,44.41,0.575,8001.42,
Lauro de Freitas,Bahia,não,58.043,164457,198440,2833.38,3418.84,0.754,31809.81,
Piripá,Bahia,não,511.756,14881,10707,29.08,20.92,0.575,5823.33,
Vera Cruz,Bahia,não,297.537,37290,43223,125.33,145.27,0.645,11752.15,
Prado,Bahia,não,1692.100,26853,28174,15.87,16.65,0.621,14853.81,
Una,Bahia,não,1126.733,23075,19002,20.48,16.86,0.560,11911.44,
Ibirapitanga,Bahia,não,472.694,23885,23375,50.53,49.45,0.558,6925.48,
Potiraguá,Bahia,não,1111.567,11060,7224,9.95,6.5,0.625,9736.04,
Boa Nova,Bahia,não,849.538,15070,12633,17.74,14.87,0.567,6615.91,
Inhambupe,Bahia,não,1082.283,32143,39926,29.70,36.89,0.565,11212.53,
Jaguarari,Bahia,não,2466.009,30455,33570,12.35,13.61,0.659,16331.41,
Miguel Calmon,Bahia,não,1599.672,27002,26023,16.88,16.27,0.586,7852.92,
Morro do Chapéu,Bahia,não,5744.969,35159,35413,6.12,6.16,0.588,10435.07,
Muritiba,Bahia,não,86.311,27928,29399,323.58,340.62,0.660,8445.23,
Ipupiara,Bahia,não,1055.760,9237,9865,8.75,9.34,0.590,7649.51,
Remanso,Bahia,não,4573.505,38051,41008,8.32,8.97,0.579,7761.84,
Cansanção,Bahia,não,1351.891,33283,34834,24.62,25.77,0.557,7003.56,
Central,Bahia,não,566.974,16011,17266,28.24,30.45,0.596,9996.63,
Itambé,Bahia,não,1534.575,25182,23049,16.41,15.02,0.578,8935.19,
Valente,Bahia,não,394.877,25232,28473,63.90,72.11,0.637,7779.79,
Antas,Bahia,não,319.745,16972,19291,53.08,60.33,0.592,5755.08,
Riacho de Santana,Bahia,não,3183.911,37793,35421,11.87,11.12,0.615,6770.61,
Aporá,Bahia,não,479.262,15125,17731,31.56,37.0,0.548,7437.68,
Barra do Mendes,Bahia,não,1586.629,14406,13865,9.08,8.74,0.630,6470.50,
Caculé,Bahia,não,610.983,20327,23170,33.27,37.92,0.637,10189.53,
Candeias,Bahia,não,251.808,81049,87076,321.87,345.8,0.691,43135.87,
Cocos,Bahia,não,10140.572,17948,18777,1.77,1.85,0.596,14840.75,
Coribe,Bahia,não,2662.819,15364,14194,5.77,5.33,0.600,7853.12,
Guanambi,Bahia,não,1272.366,77359,84481,60.80,66.4,0.673,14558.12,
Iaçu,Bahia,não,2342.497,24596,24305,10.50,10.38,0.574,7747.70,
Ibotirama,Bahia,não,1740.113,25684,26927,14.76,15.47,0.636,12292.99,
Itagibá,Bahia,não,810.993,15619,14579,19.26,17.98,0.589,8367.40,
Itanhém,Bahia,não,1394.174,19253,19405,13.81,13.92,0.637,10850.26,
Itapebi,Bahia,não,1013.074,10576,10259,10.44,10.13,0.572,34847.12,
Ituberá,Bahia,não,415.428,26475,28602,63.73,68.85,0.606,9924.52,
Medeiros Neto,Bahia,não,1311.739,22824,22688,17.40,17.3,0.625,13878.32,
Olindina,Bahia,não,637.317,29316,28229,46.00,44.29,0.559,6701.20,
Riachão do Jacuípe,Bahia,não,1155.418,32201,33436,27.87,28.94,0.628,8777.84,
Ribeira do Amparo,Bahia,não,644.229,14314,14592,22.22,22.65,0.512,8845.66,
Sátiro Dias,Bahia,não,949.223,17826,17273,18.78,18.2,0.527,7216.70,
Tanquinho,Bahia,não,243.839,8883,7918,36.43,32.47,0.597,6366.90,
Ipirá,Bahia,não,3105.281,60211,59595,19.39,19.19,0.549,10343.82,
Cairu,Bahia,não,448.846,14969,18176,33.35,40.49,0.627,34221.73,
Ibiquera,Bahia,não,698.245,3595,4044,5.15,5.79,0.511,6420.17,
Wagner,Bahia,não,522.370,11147,9345,21.34,17.89,0.587,7066.49,
Itororó,Bahia,não,313.839,19928,20382,63.50,64.94,0.594,10465.34,
Barra do Rocha,Bahia,não,214.411,6496,5714,30.30,26.65,0.577,7313.48,
Santana,Bahia,não,1909.353,25967,26614,13.60,13.94,0.608,8485.24,
Rio de Contas,Bahia,não,1115.252,13639,12989,12.23,11.65,0.605,8605.95,
Ruy Barbosa,Bahia,não,1991.769,27406,30814,13.76,15.47,0.610,9475.47,
Bom Jesus da Lapa,Bahia,não,4115.510,62185,69148,15.11,16.8,0.633,14080.19,
Camacan,Bahia,não,584.848,29371,31988,50.22,54.69,0.581,7945.35,
Guaratinga,Bahia,não,2189.404,20865,20843,9.53,9.52,0.558,9517.58,
Igaporã,Bahia,não,836.586,15276,15640,18.26,18.7,0.614,11112.41,
Itiruçu,Bahia,não,322.243,13037,12576,40.46,39.03,0.600,6731.76,
Aramari,Bahia,não,368.947,11230,11397,30.44,30.89,0.588,7667.07,
Chorrochó,Bahia,não,3005.319,10728,11177,3.57,3.72,0.600,6284.64,
Paramirim,Bahia,não,1087.060,19512,21607,17.95,19.88,0.615,9026.81,
Buerarema,Bahia,não,219.487,17719,18349,80.73,83.6,0.613,9606.21,
Feira de Santana,Bahia,não,1304.425,542679,614872,416.03,471.37,0.712,21765.41,
Euclides da Cunha,Bahia,não,2025.368,56203,60585,27.75,29.91,0.567,8590.14,
Ibipeba,Bahia,não,1382.008,16984,18211,12.29,13.18,0.616,6609.47,
Ribeira do Pombal,Bahia,não,1252.144,78058,53807,62.34,42.97,0.601,9781.37,
Santo Estêvão,Bahia,não,360.334,47531,52850,131.91,146.67,0.626,13478.82,
Tanhaçu,Bahia,não,1277.514,20708,20403,16.21,15.97,0.577,8713.82,
Uibaí,Bahia,não,545.298,13485,13887,24.73,25.47,0.617,6207.38,
Itaeté,Bahia,não,1331.822,16434,16056,12.34,12.06,0.572,5458.36,
Piritiba,Bahia,não,980.328,22508,24755,22.96,25.25,0.578,5837.49,
Camaçari,Bahia,não,785.421,243205,299132,309.65,380.86,0.694,77816.68,
Valença,Bahia,não,1123.975,83567,96562,74.35,85.91,0.623,14534.73,
Itamaraju,Bahia,não,2360.584,67205,64486,28.47,27.32,0.627,12961.47,
Contendas do Sincorá,Bahia,não,977.455,4359,4066,4.46,4.16,0.577,8903.02,
Livramento de Nossa Senhora,Bahia,não,1952.510,39030,45732,19.99,23.42,0.611,8937.69,
Ituaçu,Bahia,não,1199.374,17870,18962,14.90,15.81,0.570,8245.22,
Mucuri,Bahia,não,1787.626,36163,41748,20.23,23.35,0.665,46974.21,
São Sebastião do Passé,Bahia,não,536.678,42021,44300,78.30,82.54,0.657,11965.30,
Urandi,Bahia,não,902.402,15322,16658,16.98,18.46,0.598,9612.78,
Sento Sé,Bahia,não,11980.172,35341,40684,2.95,3.4,0.585,11171.67,
Ibititá,Bahia,não,573.033,16405,17113,28.63,29.86,0.602,6529.85,
Irará,Bahia,não,267.880,26485,29034,98.87,108.38,0.620,8116.96,
Santa Terezinha,Bahia,não,719.257,9810,10405,13.64,14.47,0.587,6525.99,
Amélia Rodrigues,Bahia,não,166.872,24229,25102,145.20,150.43,0.666,10931.00,
Conceição do Jacuípe,Bahia,não,114.869,29440,33153,256.30,288.62,0.663,67936.57,
Teodoro Sampaio,Bahia,não,244.613,8341,7425,34.10,30.35,0.594,15785.15,
Terra Nova,Bahia,não,193.241,12436,13033,64.36,67.44,0.578,9008.24,
Ibicaraí,Bahia,não,230.953,24169,21689,104.65,93.91,0.625,7852.02,
Nova Viçosa,Bahia,não,1316.379,38372,43376,29.15,32.95,0.654,10903.17,
Itaparica,Bahia,não,121.373,21310,22228,175.58,183.14,0.670,9824.79,
Jequié,Bahia,não,2969.039,139752,155966,47.07,52.53,0.665,15765.90,
Jeremoabo,Bahia,não,4267.488,34523,40463,8.09,9.48,0.547,8037.31,
São Félix,Bahia,não,103.226,14669,14740,142.11,142.79,0.639,8766.54,
Barra da Estiva,Bahia,não,1657.413,26071,20598,15.73,12.43,0.575,10622.05,
Brejões,Bahia,não,518.566,15401,14295,29.70,27.57,0.597,7333.57,
Santa Inês,Bahia,não,379.270,12451,10631,32.83,28.03,0.574,6222.89,
Tremedal,Bahia,não,2010.316,20384,16394,10.14,8.15,0.528,6325.20,
Simões Filho,Bahia,não,201.418,118161,134377,586.65,667.15,0.675,39118.47,
Nova Canaã,Bahia,não,804.617,15754,16462,19.58,20.46,0.545,7120.56,
Vitória da Conquista,Bahia,não,3254.186,297465,338480,91.41,104.01,0.678,18589.99,
Ibirataia,Bahia,não,318.129,20436,15312,64.24,48.13,0.576,8944.87,
Nazaré,Bahia,não,278.629,29944,28525,107.47,102.38,0.641,8787.54,
Alcobaça,Bahia,não,1477.929,21223,22470,14.36,15.2,0.608,11298.81,
Ubaíra,Bahia,não,659.138,17921,19895,27.19,30.18,0.582,8328.45,
Rio do Pires,Bahia,não,656.223,9541,11655,14.54,17.76,0.594,6675.35,
Anguera,Bahia,não,187.840,10866,11221,57.85,59.74,0.589,5740.58,
Mirangaba,Bahia,não,1751.778,16799,18338,9.59,10.47,0.542,5743.03,
Acajutiba,Bahia,não,181.475,14761,15159,81.34,83.53,0.582,7669.71,
Malhada,Bahia,não,1979.194,15774,16845,7.97,8.51,0.562,7542.27,
Mortugaba,Bahia,não,528.214,10765,12042,20.38,22.8,0.618,6834.70,
Ipiaú,Bahia,não,280.454,46569,45873,166.05,163.57,0.670,8990.99,
Cravolândia,Bahia,não,182.585,5674,5349,31.08,29.3,0.599,6593.19,
Itagi,Bahia,não,310.621,15639,12351,50.35,39.76,0.543,7452.22,
Coaraci,Bahia,não,274.500,20359,16993,74.17,61.91,0.613,8215.08,
Encruzilhada,Bahia,não,1890.133,22662,17006,11.99,9.0,0.544,9336.34,
Ibicuí,Bahia,não,1139.378,15279,16198,13.41,14.22,0.584,8760.99,
Iguaí,Bahia,não,860.223,26709,26916,31.05,31.29,0.552,6591.53,
Itajuípe,Bahia,não,270.752,20062,20491,74.10,75.68,0.599,11426.42,
Itapetinga,Bahia,não,1651.158,69266,76147,41.95,46.12,0.667,13955.55,
Ubatã,Bahia,não,177.643,16559,27035,93.22,152.19,0.593,6588.22,
Uruçuca,Bahia,não,510.098,25816,20519,50.61,40.23,0.616,9761.87,
Santa Bárbara,Bahia,não,347.021,19138,20791,55.15,59.91,0.583,7770.41,
Aurelino Leal,Bahia,não,445.394,13228,11531,29.70,25.89,0.568,8207.43,
